Item ID,Title,Category ID 1,Category Name 1,Category ID 2,Category Name 2,Category ID 3,Category Name 3,Category ID 4,Category Name 4,Price,Currency,Original Price,Discount %,Seller Name,Seller Feedback %,Seller Feedback Score,Condition,Shipping Cost,Product URL,Item Location,Item Listing Date,Main Image,Thumbnail Image
v1|134605352068|434533580723,"Crocs Men's and Women's Shoes - Bayaband Clogs, Slip On Water Shoes",24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",39.99,USD,59.99,33,crocsoutlet,99.1,191448,New with box,0,https://www.ebay.com/itm/134605352068?_skw=Men%27s+shoes&hash=item1f571aac84:g:yfEAAOSwpGJmlYwJ&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5Ub2%2B%2FjHlIw2%2BR257AwDx2klnF%2Flo1gJmn0NJIgswFmBQO53a%2FO8mglCeVUqS9z97YtO8lemPq1DohatJgvdjXjzqsG5UAHqSxS2pRgwZmlUEVG09xrDyuV0TQqt8QsLXsFPxz%2BwXMfj%2B7z20Q6yxzwE17PGwXPCwYRlBAtRWOnF7VQU%2BqdUsTJguIueb0GXb0Y7qhjgkM9T74Q0Zbit9wnph%2BN0FHTO8jLZnKwnCHNxYytwyEBLdSNUaytglBCnhRXl1EckPtA9RWWMO300ycBj,US,2023-06-09T08:09:57.000Z,https://i.ebayimg.com/images/g/yfEAAOSwpGJmlYwJ/s-l225.jpg,https://i.ebayimg.com/images/g/yfEAAOSwpGJmlYwJ/s-l1200.jpg
v1|284959012013|586757674432,PUMA Men's Contempt Demi Training Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",46.99,USD,70,33,officialpumastore,98.5,360142,New with box,0,https://www.ebay.com/itm/284959012013?_skw=Men%27s+shoes&hash=item4258e174ad:g:eAAAAOSwkMJkiBLs&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UbhGa060vg3JcjKaHTTHkG9vi21vRegBz4LtOafP06lCJAnvSZhBdS8Pfp5yRCDKgUbHh6OKDY5kimMJGxkWiJq%2BrqXFBbstKXBm5TCzAEmq95nMo2IYy8vbGdjUcTr2yBHukNF63%2FsC%2B0pDOQeGAPByDTg9lQ%2FWZQUKzdBNt1O5YDyjs52cZ1deZxObR9KPSHV581UWJGyIGA5tdGNLI5E5fwlL61qieDxxhorsIkcbITMSdCOEbN9KIbSYHM%2BJgBjQi0QM%2F64%2BU5VAXz%2B%2FUco,US,2022-09-07T22:58:23.000Z,https://i.ebayimg.com/images/g/eAAAAOSwkMJkiBLs/s-l225.jpg,https://i.ebayimg.com/images/g/eAAAAOSwkMJkiBLs/s-l1600.jpg
v1|134603886418|434292597154,"Crocs Men's and Women's Shoes - Baya Clogs, Slip On Shoes, Waterproof Sandals",24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",34.99,USD,49.99,30,crocsoutlet,99.1,191448,New with box,0,https://www.ebay.com/itm/134603886418?_skw=Men%27s+shoes&hash=item1f57044f52:g:XaEAAOSw3g1nQOXt&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5Ua6uJenAWUzN1JAobIrigZojG%2FY4BEsnGrJe%2BGQmXsmTpp82CQTLYTFgURhcLTxj15T9JW0YzhPHQh8%2FMgHO7fI4%2B%2BiwVlZ6WkT7sFAJA9iS44q9gvE%2BAryd38Ax2ABb%2BJqfU0W4NiiNm3bHkmlROaaRfbnYp%2FDad24TKP5KQLh2M%2FD35AkKPSUXh9Tr0eJH%2FWr0kRWj0P4%2FFGhpj%2BQG%2FRENrTAQ%2BONzU78ImXT7OBIS1zNmO9mXJQ0fLD1MFtqlD4rRpJyXLfAFzoiXptCxnAO,US,2023-06-08T05:19:48.000Z,https://i.ebayimg.com/images/g/XaEAAOSw3g1nQOXt/s-l225.jpg,https://i.ebayimg.com/images/g/XaEAAOSw3g1nQOXt/s-l1200.jpg
v1|156211936382|457237499038,adidas men Samoa Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",40,USD,80,50,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156211936382?_skw=Men%27s+shoes&hash=item245ef4fc7e:g:urUAAOSwarZmbbXA&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UZXCBv1TcL%2BqyG6DTrwaLxfnffyD%2Bmwrl%2FsMLQhN5peqPiRooQltvCXL9EMExk0J7PzU32C6r0VWDldc789ogUk2sVq4A3QdDA8tZkjtxXjiJ%2BObuxPXPp%2B5V%2BxbjRZzY9bsDaprP5fMTHuNApBcH22QShk0yX83MM1FaauqO2cyyrv8aXUuvHkKVVZ%2BOtYcJ9Olo91yBQDR10ORTDtPrzAR5ir2jYDHvIegjC8tFD6Ja19e%2FJLEEUIg7vDZ6bnh%2FMLNHm3W6umOlxM4nO7xwAT,US,2024-05-17T02:09:20.000Z,https://i.ebayimg.com/images/g/urUAAOSwarZmbbXA/s-l225.jpg,https://i.ebayimg.com/images/g/urUAAOSwarZmbbXA/s-l1600.jpg
v1|156642887335|458024928876,adidas men Racer TR23 Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",40,USD,80,50,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156642887335?_skw=Men%27s+shoes&hash=item2478a4c6a7:g:mRQAAeSwpEdnvKvu,US,2025-01-18T09:44:44.000Z,https://i.ebayimg.com/images/g/mRQAAeSwpEdnvKvu/s-l225.jpg,https://i.ebayimg.com/images/g/mRQAAeSwpEdnvKvu/s-l1600.jpg
v1|156658686765|458076300205,adidas men Pureboost 5 Running Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",72,USD,130,45,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156658686765?_skw=Men%27s+shoes&hash=item247995db2d:g:iQAAAOSwd~5nibs7,US,2025-01-27T18:46:43.000Z,https://i.ebayimg.com/images/g/iQAAAOSwd~5nibs7/s-l225.jpg,https://i.ebayimg.com/images/g/iQAAAOSwd~5nibs7/s-l1600.jpg
v1|286306723074|588447433919,PUMA Men's Voltaic Evo Fast Training Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",32.99,USD,80,59,officialpumastore,98.5,360142,New with box,0,https://www.ebay.com/itm/286306723074?_skw=Men%27s+shoes&hash=item42a935e502:g:gREAAeSwwt5npaG~,US,2025-02-07T06:00:24.000Z,https://i.ebayimg.com/images/g/gREAAeSwwt5npaG~/s-l225.jpg,https://i.ebayimg.com/images/g/gREAAeSwwt5npaG~/s-l225.jpg
v1|156475774764|457594689306,adidas men Racer TR23 Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",40,USD,80,50,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156475774764?_skw=Men%27s+shoes&hash=item246eaed72c:g:oDYAAeSwKq9nvKvX,US,2024-10-25T03:44:57.000Z,https://i.ebayimg.com/images/g/oDYAAeSwKq9nvKvX/s-l225.jpg,https://i.ebayimg.com/images/g/oDYAAeSwKq9nvKvX/s-l1600.jpg
v1|156720435883|458095918317,adidas men Puig Indoor Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",49,USD,75,35,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156720435883?_skw=Men%27s+shoes&hash=item247d4412ab:g:pQwAAeSwCRRnt3lg,US,2025-02-20T18:46:45.000Z,https://i.ebayimg.com/images/g/pQwAAeSwCRRnt3lg/s-l225.jpg,https://i.ebayimg.com/images/g/pQwAAeSwCRRnt3lg/s-l225.jpg
v1|156543511976|458097633827,adidas men Swift Run Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",50,USD,100,50,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156543511976?_skw=Men%27s+shoes&hash=item2472b86da8:g:lpUAAeSwDOZnvKxR,US,2024-11-26T02:02:51.000Z,https://i.ebayimg.com/images/g/lpUAAeSwDOZnvKxR/s-l225.jpg,https://i.ebayimg.com/images/g/lpUAAeSwDOZnvKxR/s-l225.jpg
v1|286060525507|588337171082,PUMA Men's SOFTRIDE Carson ML Running Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",30.99,USD,60,48,officialpumastore,98.5,360142,New with box,0,https://www.ebay.com/itm/286060525507?_skw=Men%27s+shoes&hash=item429a8937c3:g:7j8AAOSwtDxm5c3q,US,2024-09-14T17:52:05.000Z,https://i.ebayimg.com/images/g/7j8AAOSwtDxm5c3q/s-l225.jpg,https://i.ebayimg.com/images/g/7j8AAOSwtDxm5c3q/s-l1600.jpg
v1|156720435911|458095837589,adidas men EQ21 Run Running Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",48,USD,80,40,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156720435911?_skw=Men%27s+shoes&hash=item247d4412c7:g:TP4AAeSwXIhnvhy0,US,2025-02-20T18:46:48.000Z,https://i.ebayimg.com/images/g/TP4AAeSwXIhnvhy0/s-l225.jpg,https://i.ebayimg.com/images/g/TP4AAeSwXIhnvhy0/s-l225.jpg
v1|286151685219|588264752005,PUMA Men's Cell Thrill Running Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",43.99,USD,70,37,officialpumastore,98.5,360142,New with box,0,https://www.ebay.com/itm/286151685219?_skw=Men%27s+shoes&hash=item429ff83463:g:UaYAAOSwOz9nLbR~&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UZd3ZF5pRRuDJXiSNbqedpdk2qTMAFEVPhW8zF6FMzKxapq4KakVMMS%2BMVpjEQzRPAef6%2FBjcggWJIWxbRd00IaDgediSgVoawPuaUDQelsQYN%2F8hZIWVSzNiaPNJuyVGZPuG9Sfotc%2BDtNuyA0cP%2F91WKxZObd8JoAu35QaHLJDeH5Qc1K0R%2FXtopocFR%2F6eTKkCof%2BuMvRz%2FMt0NBGB%2FfnOLtJgTi9H42dUHtY%2BLuphsKjlb%2BVx16KiQ7pKc8G4xP2rCkF4LVcdUtrrIB9P02,US,2024-11-08T06:46:17.000Z,https://i.ebayimg.com/images/g/UaYAAOSwOz9nLbR~/s-l225.jpg,https://i.ebayimg.com/images/g/UaYAAOSwOz9nLbR~/s-l1600.jpg
v1|186893953172|694955342423,Nike AIR MONARCH IV Men's Black 001 Walking Shoes Medium & WIDE (4E) WIDTH,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",59.95,USD,59.95,0,shoeting_star,100,41759,New with box,0,https://www.ebay.com/itm/186893953172?_skw=Men%27s+shoes&hash=item2b83bf6894:g:8~oAAOSw1-Rnhst9&amdata=enc%3AAQAKAAAA8PeG5RIuIyokJHJy903%2F5UYvjxeVCVEvCX6Wp1ELxFVCDTYtj0sZsBc3TiOhODJpjSgByOFZcJKULtrbgznrgwAs3p5JgEAF3%2BOQoMR%2BDJMNR444Sg8AKReV5T%2Fuqpc%2BYwWEfctPczIwOotN3E%2FLO%2FGccSP6zqBK90dwNa3eu1wokOVFDBLRfPoB6gy3nutuLCv3%2B46BBR5hJ8j3ETUhwzLiCzpT41vXviGeszNdrNzakqSHteBAS4aop3dj3zt9PVdbBfiJwSPI7hRxeFE41vVwwy6NJ09UU%2Bl56mY%2Bz1ACxW4yIOZ1NPiuz8w1lwI6zg%3D%3D,US,2025-01-14T21:08:43.000Z,https://i.ebayimg.com/images/g/8~oAAOSw1-Rnhst9/s-l225.jpg,https://i.ebayimg.com/images/g/8~oAAOSw1-Rnhst9/s-l1600.jpg
v1|305041180504|604275665057,Vans New Authentic Classic Sneakers Unisex Canvas Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",49.99,USD,49.99,0,nickwear2016,99.7,12069,New with box,0,https://www.ebay.com/itm/305041180504?_skw=Men%27s+shoes&hash=item4705df0758:g:DB8AAOSwI-FnqotW&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5Ub9g9G8zcgS%2BLArsgq5aj%2BA0LYxcdD26ADdyCKlqEADuoAIs7bLD5gJ%2FECIsaNhOIBA8YaHPsyKIVWSrF%2FJfih4wMNDMQFcCvtMOMwYshSKvNy3xQbVVXIFSMrIj7iCTrVOo%2FhweW3AuzrS1CYCcKudXNO6r8gcCxd8DiusawztjVBbU7wqfgdGkHO6PYcMm27XgpT24JjdfPXbm0E8Msj3asdfd4CRQjiEQOSuviRrPdzUPPSFHswVSv9nHpwufFkytqS2RNHbYzXSRO0vv0BF,US,2023-07-25T16:34:29.000Z,https://i.ebayimg.com/images/g/DB8AAOSwI-FnqotW/s-l225.jpg,https://i.ebayimg.com/images/g/DB8AAOSwI-FnqotW/s-l1200.jpg
v1|156699500706|458075107144,adidas men Nizza RF Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",48,USD,80,40,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156699500706?_skw=Men%27s+shoes&hash=item247c04a0a2:g:mxkAAeSw8U1nvhyw&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UY%2BdhD4iXiJC84nfjpA%2FzwCsJmEIHGHea6DFx%2F9mdgKI84bnfmLjsGTPjbx2uMxcRrd%2F5u%2FN6oLP%2BDrKIB%2BaCVBBvaz9%2Btwu8XfEKoEAJVHSy8L5jmsgNJJnXh4dAEjWCnSgTwXSYhmFq%2FpzZSbuLFQ%2FUCaZXg883nskwJrE1UleFPS%2BimekYOFPtHwxjnbLH3Arunc1fqzCVGFEDnq9HD52Kd2FqSkaRaBgGmYwUlB87gHnRAzOUJZwOdC7DyKj%2FcW37zmb8PQuhHF8x%2FUBrWT,US,2025-02-14T02:04:44.000Z,https://i.ebayimg.com/images/g/mxkAAeSw8U1nvhyw/s-l225.jpg,https://i.ebayimg.com/images/g/mxkAAeSw8U1nvhyw/s-l225.jpg
v1|176519222820|476119107069,Reebok Zig Dynamica STR Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",54.99,USD,75,27,reebok_official,98.2,138489,New with box,0,https://www.ebay.com/itm/176519222820?_skw=Men%27s+shoes&hash=item29195d9624:g:-vkAAOSwyb1lnuIP,US,2024-01-10T18:26:38.000Z,https://i.ebayimg.com/images/g/-vkAAOSwyb1lnuIP/s-l225.jpg,https://i.ebayimg.com/images/g/-vkAAOSwyb1lnuIP/s-l1600.jpg
v1|286245225466|588376737143,PUMA Men's Enzo 2 Revamp Running Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",38.99,USD,70,44,officialpumastore,98.5,360142,New with box,0,https://www.ebay.com/itm/286245225466?_skw=Men%27s+shoes&hash=item42a58b83fa:g:GyYAAOSwDEtnd4H8,US,2025-01-03T06:17:08.000Z,https://i.ebayimg.com/images/g/GyYAAOSwDEtnd4H8/s-l225.jpg,https://i.ebayimg.com/images/g/GyYAAOSwDEtnd4H8/s-l1600.jpg
v1|156694883695|458072218049,adidas men Rivalry Lux Low Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",55,USD,110,50,adidas_official,98.2,552486,New with box,0,https://www.ebay.com/itm/156694883695?_skw=Men%27s+shoes&hash=item247bbe2d6f:g:zekAAeSwwXVnvK-x,US,2025-02-12T14:05:19.000Z,https://i.ebayimg.com/images/g/zekAAeSwwXVnvK-x/s-l225.jpg,https://i.ebayimg.com/images/g/zekAAeSwwXVnvK-x/s-l225.jpg
v1|195732379789|495592463812,Running Shoes Sneakers Casual Men's Outdoor Athletic Jogging Sports Tennis Gym,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",19.49,USD,19.49,0,theperfectpart,99.8,926519,New with box,0,https://www.ebay.com/itm/195732379789?_skw=Men%27s+shoes&hash=item2d928f188d:g:ZRcAAOSwq69kScVt,US,2023-04-27T00:59:02.000Z,https://i.ebayimg.com/images/g/ZRcAAOSwq69kScVt/s-l225.jpg,https://i.ebayimg.com/images/g/ZRcAAOSwq69kScVt/s-l1200.jpg
v1|387967141985|655208006779,Jordan Air Jordan 4 ''University Blue'' Men's Basketball shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",90.99,USD,90.99,0,alejandrsilvains-0,100,57,Pre-owned,5,https://www.ebay.com/itm/387967141985?_skw=Men%27s+shoes&hash=item5a54a4c861:g:ZDIAAOSwJDlntaxf,US,2025-02-19T10:12:37.000Z,https://i.ebayimg.com/images/g/ZDIAAOSwJDlntaxf/s-l225.jpg,https://i.ebayimg.com/images/g/ZDIAAOSwJDlntaxf/s-l1600.jpg
v1|395936690686|664606475589,New On Running CloudMonster Monster Shock Absorbing Men's Shoes Silver White,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",85.99,USD,85.99,0,chiharu.8,95.7,43,New without box,0,https://www.ebay.com/itm/395936690686?_skw=Men%27s+shoes&hash=item5c2faa71fe:g:2TIAAOSwigJnRBv7,JP,2024-11-25T06:44:52.000Z,https://i.ebayimg.com/images/g/2TIAAOSwigJnRBv7/s-l225.jpg,https://i.ebayimg.com/images/g/2TIAAOSwigJnRBv7/s-l1200.jpg
v1|387811597828|655205718512,"Mens Max Cushioned Walking & Running Shoes Sneakers,Thick Soles,Light Weight & B",24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",42.99,USD,42.99,0,ri_953008,96.5,456,New with box,0,https://www.ebay.com/itm/387811597828?_skw=Men%27s+shoes&hash=item5a4b5f5e04:g:0JMAAOSwvFdnT-ys,US,2025-01-10T18:57:16.000Z,https://i.ebayimg.com/images/g/0JMAAOSwvFdnT-ys/s-l225.jpg,https://i.ebayimg.com/images/g/0JMAAOSwvFdnT-ys/s-l960.jpg
v1|176859612111|476583619732,Reebok Hammer Street Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",29.99,USD,100,70,reebok_official,98.2,138489,New with box,0,https://www.ebay.com/itm/176859612111?_skw=Men%27s+shoes&hash=item292da783cf:g:YKQAAeSwa-tntnWU,US,2025-02-20T00:16:38.000Z,https://i.ebayimg.com/images/g/YKQAAeSwa-tntnWU/s-l225.jpg,https://i.ebayimg.com/images/g/YKQAAeSwa-tntnWU/s-l225.jpg
v1|267169933778|566932415623,"Hoka Men's Clifton 9 Running Shoes, Hoka One One Athletic Sneakers",24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",74.99,USD,74.99,0,goodbyeretail,99.6,117082,New with imperfections,0,https://www.ebay.com/itm/267169933778?_skw=Men%27s+shoes&hash=item3e3491a9d2:g:gjwAAOSwARtnvObk,US,2025-02-24T21:43:10.000Z,https://i.ebayimg.com/images/g/gjwAAOSwARtnvObk/s-l225.jpg,https://i.ebayimg.com/images/g/gjwAAOSwARtnvObk/s-l1600.jpg
v1|374538645353|643573646296,Under Armour 3026175 Men's Training UA Charged Assert 10 Running Athletic Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",59.99,USD,75,20,couragetactical,99.6,44179,New with box,0,https://www.ebay.com/itm/374538645353?_skw=Men%27s+shoes&hash=item57343e2f69:g:diYAAOSwflZnWgCJ,US,2023-02-28T19:14:19.000Z,https://i.ebayimg.com/images/g/diYAAOSwflZnWgCJ/s-l225.jpg,https://i.ebayimg.com/images/g/diYAAOSwflZnWgCJ/s-l1200.jpg
v1|275297288091|577140608208,PUMA Men's Star Vital Training Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",28.99,USD,70,59,officialpumastore,98.5,360142,New with box,0,https://www.ebay.com/itm/275297288091?_skw=Men%27s+shoes&hash=item4018ff3f9b:g:UwIAAOSwwKRkioG~,US,2022-05-03T00:48:25.000Z,https://i.ebayimg.com/images/g/UwIAAOSwwKRkioG~/s-l225.jpg,https://i.ebayimg.com/images/g/UwIAAOSwwKRkioG~/s-l1600.jpg
v1|276718582320|2560152231575,Men's Slip On Walking Shoes Athletic Gym Workout Lightweight Running Sneakers,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",29.99,USD,42.84,30,topshoesusinc,99.2,129325,New with box,0,https://www.ebay.com/itm/276718582320?_skw=Men%27s+shoes&hash=item406db67a30:g:Xb4AAOSwkr1nKy5-,US,2024-11-06T08:53:33.000Z,https://i.ebayimg.com/images/g/Xb4AAOSwkr1nKy5-/s-l225.jpg,https://i.ebayimg.com/images/g/Xb4AAOSwkr1nKy5-/s-l1600.jpg
v1|135382633173|434772373741,Merrell Men Hydro Moc Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",29,USD,60,52,online_shoes,93.5,43642,New with box,0,https://www.ebay.com/itm/135382633173?_skw=Men%27s+shoes&hash=item1f856f0ad5:g:jfwAAOSwioxnOcJs&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UYOGj6Wd%2FiRpqGuvtpqdJE9LbgQksoLNWqRxrGgrMFk2xSkZYlGpXtOGuC7TDR5bMkHzbuhkI7ikrd7Jx1t73NQ1npHFqqjzXC9IwCYNYmkl4y169X6HZfhQjzH9pDE1ADvT7IQD6Jg3gaPF8lYRx2b%2Fy%2BJTma6DcaOaWA3jHKCaQREwk2SYZK5jm7Npk4oSS4LMu93TAv689aTQ8gzyjPG%2FLpilpNm%2BcB5qVCqUPL%2FgUfTJh3DS4ZmoGibLu9r1dwbo7sEHnvp0NSAOG8lb7X4,US,2024-11-17T10:14:38.000Z,https://i.ebayimg.com/images/g/jfwAAOSwioxnOcJs/s-l225.jpg,https://i.ebayimg.com/images/g/jfwAAOSwioxnOcJs/s-l1600.jpg
v1|296994306084|594707039741,Adidas Men's ZG23 Waterproof 6-Spike Golf Shoes NEW,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",74.85,USD,175,57,golfetail,99.2,529497,New with box,0,https://www.ebay.com/itm/296994306084?_skw=Men%27s+shoes&hash=item45263d7824:g:WfMAAOSw7dJnXHbA&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UaPfy94%2BHJ%2FkFB74BtwDZ8rvhDgxFq84F2YO4mIWtkTLR811sDL5Ita4V9T%2Fk4Ba7FlIyZjD45G%2FF5mZ6SzPK7kmNf45fxz5ksoEYcNy9jrYvtiWELDHmrQaB6yZE8E1eKbzwdnbzq42si65lmSBg0ewdpQPSAgfH25jgH8ldiOL%2BTn6lhQqwx8OrrL%2BVrNqfZE298YoPRMt5cJ%2BVdLxzRfWKFeNi1Tj0hQKciyT0gGBqii8WFTVqMb5VDB80AFQE2ZZy%2BOE01PTo6FO7LjgRA1,US,2025-02-07T23:13:56.000Z,https://i.ebayimg.com/images/g/WfMAAOSw7dJnXHbA/s-l225.jpg,https://i.ebayimg.com/images/g/WfMAAOSw7dJnXHbA/s-l1600.jpg
v1|356105211302|0,"Merrell Men's Running Shoes, Black, 10",24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",47.85,USD,47.85,0,qnmt-trading,96.4,359,New with box,0,https://www.ebay.com/itm/356105211302?_skw=Men%27s+shoes&hash=item52e9864da6:g:AikAAOSwvHFm-7fU&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UYAYZYACUsthLbwKoj%2BjYyBaooMlxJsZearpvqVJg91UywVR0EINiJmjpVpno7c1CU3KAZL9uBUCMUccJInUMzYjZZVJuuUQkHCF7ty4nrqFGWzcBd5z%2BQmaB1gUT8oITElqGkeFD4Fwnz5gN9SvpsFbTQkXyNSHVmNEu7pHeXcHNQY3AxU%2Fx1SOkSVqjS5s%2Bcx0dKj0Neo989HobB69zgVx5ah5lOMHD7Nwhazo9VLzjXLZvri06ESZmavIYlTGqExuJSgPcxCEX8BqGM9fLFb,US,2024-10-01T08:50:30.000Z,https://i.ebayimg.com/images/g/AikAAOSwvHFm-7fU/s-l225.jpg,https://i.ebayimg.com/images/g/AikAAOSwvHFm-7fU/s-l500.jpg
v1|135399979505|434783168401,Merrell Men Hut Moc 2 Suede Shoes,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",41,USD,85,52,online_shoes,93.5,43642,New with box,0,https://www.ebay.com/itm/135399979505?_skw=Men%27s+shoes&hash=item1f8677b9f1:g:mQoAAOSwHWhnRE67&amdata=enc%3AAQAKAAAA4PeG5RIuIyokJHJy903%2F5UYWwps6JKH3aBnj2%2B648PTFLwtq316S0sdIqdk8TamKl6cWj8A%2B47RtCX8gpHfY9jXI7tiQEGJAra78YNCavU%2FyJqoVZM1Ti00iuPoOy4Lcn9uPA7aLJGlfbs0IAot6pIvRbRbgc2nTtPzHVGTnZFSWF0bbBOpFJhfo5H1YHDL%2BsLt77GwHhaJIWWOQ0KiqKbSJmLAEZ%2FGnoJkESZWZ9w%2BX%2F18zwB%2BBqqNUNhR%2B5iZVckvmUoMvbigUkwC6K9ZwvJFqYK5z7mpcnDms54tRVT4S,US,2024-11-25T10:13:04.000Z,https://i.ebayimg.com/images/g/mQoAAOSwHWhnRE67/s-l225.jpg,https://i.ebayimg.com/images/g/mQoAAOSwHWhnRE67/s-l1600.jpg
v1|316206238130|614889000217,New On Cloud X 3 Running Shoes Men's Size US 7-14,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",99.75,USD,99.75,0,kevinkir_59,100,49,New with box,0,https://www.ebay.com/itm/316206238130?_skw=Men%27s+shoes&hash=item499f5c49b2:g:qHUAAOSwFcVnpreJ,US,2025-02-08T02:16:04.000Z,https://i.ebayimg.com/images/g/qHUAAOSwFcVnpreJ/s-l225.jpg,https://i.ebayimg.com/images/g/qHUAAOSwFcVnpreJ/s-l960.jpg
v1|295521901335|593601843267,Vans New SlipOn Classic Sneakers Unisex Canvas Shoes All Colors Men's/Women's,24087,Casual Shoes,53548,Comfort Shoes,3034,Women's Shoes,11450,"Clothing, Shoes & Accessories",52.99,USD,52.99,0,nickwear2016,99.7,12069,New with box,0,https://www.ebay.com/itm/295521901335?_skw=Men%27s+shoes&hash=item44ce7a5b17:g:ncMAAOSwwrlnrj22,US,2023-02-10T17:44:19.000Z,https://i.ebayimg.com/images/g/ncMAAOSwwrlnrj22/s-l225.jpg,https://i.ebayimg.com/images/g/ncMAAOSwwrlnrj22/s-l1200.jpg
